epoch,train_loss,val_loss,train_dice,val_dice,train_bce,val_bce
1,1.2542927146487761,1.168941506385803,0.18192304870817302,0.223256392002105,0.436215757979287,0.392197907209396
2,0.555410896460215,0.36310306763648903,0.660561228222317,0.7940636701583861,0.21597212465604101,0.15716673821210803
3,0.337597658634185,0.27833078503608705,0.8123618897332081,0.8425634875297541,0.14995954791704802,0.12089427310228301
4,0.293210631900363,0.279892258882522,0.8380463863478761,0.845232742786407,0.131257018009821,0.125125003457069
5,0.274005220188034,0.25371951079368504,0.8493850113021001,0.859492348670959,0.123390230827861,0.11321185606718001
6,0.263124857677353,0.235330696344375,0.8555974754757351,0.86490158700943,0.118722332517306,0.10023228386044501
7,0.25095324545436404,0.23501629948616,0.862479240788353,0.870461628913879,0.113432486342059,0.105477929264307
8,0.24047159479724,0.22474543380737302,0.8678914990425111,0.8767656245231621,0.10836309459474301,0.101511058188974
9,0.23082135422362202,0.207586267888545,0.8730583240191141,0.8827143187522881,0.10387967849440001,0.090300585925579
10,0.22456996373335503,0.20472688615322102,0.8768187975353661,0.8848181614875791,0.10138876124223001,0.08954504773020701
21,0.20754020433955703,0.17977470123767803,0.886843104097578,0.900560854434967,0.094383308761649,0.08033555629849401
22,0.185698187284999,0.178446477055549,0.8980094230969741,0.9015687413215631,0.083707610819074,0.080015217632055
23,0.17762242348988802,0.160795740008354,0.9026057443088951,0.909950857639312,0.080228168288866,0.070746597267687
24,0.173009113642904,0.15962177401781003,0.9052791502210821,0.9125981435775751,0.078288263946771,0.07221991781890301
25,0.17147218934694902,0.172253988265991,0.9060887177255411,0.9027284474372861,0.077560907006263,0.074982436269521
26,0.16728066881497702,0.14529538190364802,0.9080951152377651,0.917167024135589,0.07537578411234701,0.06246240583062101
27,0.16462134230136802,0.152779806673526,0.909623909897274,0.9132939748764031,0.07424525283442601,0.066073781907558
28,0.16280974213944502,0.16332718360424,0.9101006899939641,0.9089421377182001,0.072910432212882,0.07226932074129501
29,0.16073380225234501,0.167811357855796,0.9116478613217671,0.904865407943725,0.07238166368007601,0.072676766857504
30,0.159859874102804,0.166016583681106,0.9120898296038311,0.9087344570159911,0.071949703587426,0.07475104001164401
31,0.157738226605786,0.14698842173814702,0.9135707782109571,0.9166494359970091,0.07130900471243501,0.063637857630848
32,0.15446618800693002,0.144119492173194,0.915220616817474,0.917884763240814,0.06968680469360601,0.062004255540668005
33,0.15311174717214301,0.14545257031917502,0.9155989619890841,0.9178899421691891,0.06871070911155801,0.06334251204133
34,0.15384463491042402,0.15689973115921002,0.9153362190988321,0.9131237888336181,0.069180854539076,0.070023519411683
35,0.149413225571314,0.14847558385133702,0.91764297750261,0.9161220006942741,0.06705620324611601,0.064597584798932
36,0.14952052818404302,0.154361253201961,0.917467471175723,0.9157459197044371,0.066987999101479,0.07010717208683401
37,0.151190268437067,0.14029411661624902,0.916852929009331,0.9206785049438471,0.068043197552363,0.060972621202468005
38,0.148931602252854,0.142348548293113,0.917695070160759,0.9191916313171381,0.06662667230433801,0.061540180206298006
39,0.14839901149272902,0.138527836441993,0.918332835780249,0.9225426254272461,0.06673184737563101,0.061070461742579005
40,0.14595362129476303,0.138458987265825,0.9195219194094341,0.920716052532196,0.06547554075386701,0.059175038725137005
